id,path,label
49,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9531.png,no label
50,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14345.png,no label
51,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11215.png,no label
52,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5323.png,no label
53,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1145.png,no label
54,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15715.png,no label
55,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7252.png,no label
56,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13364.png,no label
57,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11573.png,no label
58,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3034.png,no label
59,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10679.png,no label
60,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4997.png,no label
61,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5451.png,no label
62,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16208.png,no label
63,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3020.png,no label
64,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8175.png,no label
65,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7246.png,no label
66,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6158.png,no label
67,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1637.png,no label
68,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13370.png,no label
69,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1151.png,no label
70,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13416.png,no label
71,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14379.png,no label
72,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/17670.png,no label
73,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10490.png,no label
74,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5860.png,no label
75,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13199.png,no label
76,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9082.png,no label
77,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7911.png,no label
78,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13827.png,no label
79,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16787.png,no label
80,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/17499.png,no label
81,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7905.png,no label
82,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9928.png,no label
83,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13833.png,no label
84,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9096.png,no label
85,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11942.png,no label
86,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10484.png,no label
87,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5874.png,no label
88,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7093.png,no label
89,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/176.png,no label
90,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5684.png,no label
91,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2855.png,no label
92,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3593.png,no label
93,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/610.png,no label
94,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9900.png,no label
95,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7939.png,no label
96,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9914.png,no label
97,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2841.png,no label
98,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3587.png,no label
99,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5690.png,no label
100,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5848.png,no label
101,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7087.png,no label
102,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14806.png,no label
103,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/162.png,no label
104,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14635.png,no label
105,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9041.png,no label
106,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6372.png,no label
107,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11995.png,no label
108,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10453.png,no label
109,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2672.png,no label
110,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16744.png,no label
111,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/77.png,no label
112,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6414.png,no label
113,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15259.png,no label
114,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/823.png,no label
115,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6400.png,no label
116,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/63.png,no label
117,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13628.png,no label
118,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10321.png,no label
119,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5109.png,no label
120,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4217.png,no label
121,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16750.png,no label
122,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3578.png,no label
123,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11759.png,no label
124,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4571.png,no label
125,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16036.png,no label
126,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11981.png,no label
127,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10447.png,no label
128,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2100.png,no label
129,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1409.png,no label
130,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9055.png,no label
131,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14621.png,no label
132,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7078.png,no label
133,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11771.png,no label
134,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/18033.png,no label
135,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2128.png,no label
136,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13166.png,no label
137,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1421.png,no label
138,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14609.png,no label
139,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15517.png,no label
140,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15271.png,no label
141,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13600.png,no label
142,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1347.png,no label
143,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10309.png,no label
144,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/17466.png,no label
145,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5121.png,no label
146,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2896.png,no label
147,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11017.png,no label
148,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/17472.png,no label
149,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5135.png,no label
150,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3544.png,no label
151,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15265.png,no label
152,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13614.png,no label
153,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13172.png,no label
154,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1435.png,no label
155,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7044.png,no label
156,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15503.png,no label
157,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11765.png,no label
158,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5653.png,no label
159,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/18027.png,no label
160,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16195.png,no label
161,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11822.png,no label
162,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9848.png,no label
163,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/758.png,no label
164,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7865.png,no label
165,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9690.png,no label
166,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10296.png,no label
167,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2909.png,no label
168,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/994.png,no label
169,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7871.png,no label
170,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14796.png,no label
171,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15488.png,no label
172,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16181.png,no label
173,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11836.png,no label
174,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14966.png,no label
175,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5928.png,no label
176,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/18184.png,no label
177,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5096.png,no label
178,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4388.png,no label
179,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9874.png,no label
180,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/770.png,no label
181,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16803.png,no label
182,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3395.png,no label
183,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/18190.png,no label
184,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14972.png,no label
185,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14999.png,no label
186,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9135.png,no label
187,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14741.png,no label
188,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1569.png,no label
189,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10527.png,no label
190,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/17248.png,no label
191,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16156.png,no label
192,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3418.png,no label
193,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16630.png,no label
194,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5069.png,no label
195,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10241.png,no label
196,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13748.png,no label
197,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9653.png,no label
198,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14027.png,no label
199,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15339.png,no label
200,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/943.png,no label
201,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13990.png,no label
202,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14033.png,no label
203,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13984.png,no label
204,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16624.png,no label
205,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10255.png,no label
206,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2712.png,no label
207,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10533.png,no label
208,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4405.png,no label
209,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16142.png,no label
210,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9121.png,no label
211,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/17274.png,no label
212,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/18147.png,no label
213,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3342.png,no label
214,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11605.png,no label
215,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15463.png,no label
216,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8217.png,no label
217,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9109.png,no label
218,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13012.png,no label
219,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13774.png,no label
220,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1233.png,no label
221,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7642.png,no label
222,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15305.png,no label
223,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8571.png,no label
224,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11163.png,no label
225,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5055.png,no label
226,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3430.png,no label
227,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5041.png,no label
228,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13760.png,no label
229,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6548.png,no label
230,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7656.png,no label
231,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15311.png,no label
232,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15477.png,no label
233,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14769.png,no label
234,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13006.png,no label
235,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2048.png,no label
236,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/18153.png,no label
237,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5727.png,no label
238,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11611.png,no label
239,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10080.png,no label
240,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3801.png,no label
241,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9492.png,no label
242,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8954.png,no label
243,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6979.png,no label
244,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1970.png,no label
245,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15846.png,no label
246,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4808.png,no label
247,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16397.png,no label
248,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16383.png,no label
249,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/228.png,no label
250,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15852.png,no label
251,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14594.png,no label
252,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8940.png,no label
253,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8798.png,no label
254,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10094.png,no label
255,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3815.png,no label
256,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8968.png,no label
257,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6945.png,no label
258,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7483.png,no label
259,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5294.png,no label
260,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4834.png,no label
261,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3183.png,no label
262,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10902.png,no label
263,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1794.png,no label
264,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/214.png,no label
265,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4820.png,no label
266,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/3829.png,no label
267,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6789.png,no label
268,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7497.png,no label
269,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9451.png,no label
270,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/599.png,no label
271,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8997.png,no label
272,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2504.png,no label
273,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16432.png,no label
274,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4175.png,no label
275,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16354.png,no label
276,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4613.png,no label
277,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/18379.png,no label
278,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2262.png,no label
279,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10725.png,no label
280,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15885.png,no label
281,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6004.png,no label
282,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14543.png,no label
283,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8029.png,no label
284,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13238.png,no label
285,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15891.png,no label
286,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9323.png,no label
287,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/12126.png,no label
288,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16340.png,no label
289,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4607.png,no label
290,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10731.png,no label
291,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2510.png,no label
292,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/10057.png,no label
293,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/16426.png,no label
294,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4161.png,no label
295,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11349.png,no label
296,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/7468.png,no label
297,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/14231.png,no label
298,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/9445.png,no label
299,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8983.png,no label
300,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/1019.png,no label
301,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/2538.png,no label
302,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/5257.png,no label
303,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/18423.png,no label
304,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/17710.png,no label
305,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/4149.png,no label
306,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/11361.png,no label
307,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/6986.png,no label
308,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/15107.png,no label
309,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/8773.png,no label
310,/Users/user/Documents/Coding/cro_location_intelligence/notebook/data/crop_image/13210.png,no label
